ProductID,ProductPrice,CustomerAge,CustomerGender,PurchaseFrequency,CustomerSatisfaction,PurchaseIntent,ProductCategory_Laptops,ProductCategory_Smart Watches,ProductCategory_Smartphones,ProductCategory_Tablets,ProductBrand_HP,ProductBrand_Other Brands,ProductBrand_Samsung,ProductBrand_Sony
6006,-0.1827472038330217,-0.6873143262378121,1,-0.5593577960650779,3,1,0,0,1,0,0,0,0,0
6007,0.2132350300545421,0.2426557682175245,0,-0.3762419745684351,3,0,0,0,1,0,0,0,0,1
6008,1.2523491271243907,-1.484431550056672,1,-1.4749369035482915,3,0,0,0,0,0,0,0,1,0
6009,1.2614498229094655,1.1061994273546227,1,-0.3762419745684351,5,1,0,0,1,0,0,1,0,0
6010,-0.6121453585490115,-1.0194465028290036,1,-0.7424736175617206,3,0,0,0,0,0,0,0,1,0
6011,-0.1471070432704944,-1.0194465028290036,0,-0.0100103315751496,2,0,0,1,0,0,0,0,1,0
6012,-0.9099457327071696,-1.683710856011387,1,0.173105489921493,2,0,0,0,0,1,0,0,0,1
6013,1.440765524388559,0.3090822035357628,0,1.2718004189013494,1,0,0,0,1,0,0,0,1,0
6014,-1.3780902553939045,1.1061994273546227,1,-0.0100103315751496,3,1,0,0,0,1,0,0,0,1
6015,0.465681714987073,-1.085872938147242,0,0.173105489921493,2,0,0,0,0,0,0,1,0,0
6016,1.5125758237757063,-0.7537407615560504,0,1.638032061894635,5,1,0,1,0,0,0,0,1,0
6017,-1.2780525012159347,-0.0894764083736671,1,1.454916240397992,4,1,0,0,1,0,0,1,0,0
6018,-0.5767324365371462,0.5083615094904779,0,-1.2918210820516487,5,1,0,0,1,0,1,0,0,0
6019,0.3357549179733456,0.3755086388540011,0,-0.3762419745684351,2,0,0,1,0,0,0,0,1,0
6020,1.6120392128899492,1.4383316039458145,1,-0.5593577960650779,5,1,0,0,0,1,0,1,0,0
6021,-0.0552903895462378,-0.0894764083736671,0,1.454916240397992,4,1,0,0,1,0,0,1,0,0
6022,-1.5595061649077009,-0.4880350202830971,1,0.173105489921493,2,1,0,1,0,0,0,0,0,0
6023,0.6788773714896217,1.5047580392640527,1,1.454916240397992,5,1,0,0,1,0,1,0,0,0
6024,-0.0704487523516627,-0.6873143262378121,0,0.7224529544114212,1,0,1,0,0,0,1,0,0,0
6025,-0.959194438548341,-1.6172844206931485,1,1.638032061894635,3,0,0,0,0,0,1,0,0,0
6026,1.7546022302543818,-0.1559028436919054,0,0.173105489921493,2,0,1,0,0,0,0,0,0,1
6027,0.5669531577704754,-0.3551821496466204,0,-0.0100103315751496,4,1,0,0,1,0,0,0,1,0
6028,-0.3864738157703693,-1.5508579853749105,0,-1.6580527250449342,1,0,0,0,1,0,0,0,0,1
6029,0.2708041765001125,0.5083615094904779,1,-0.7424736175617206,3,1,1,0,0,0,0,0,0,0
6030,-0.7121285445055483,0.973346556718146,0,-0.0100103315751496,4,1,0,0,1,0,0,0,1,0
6031,-1.333880603667524,1.1061994273546227,0,0.5393371329147785,5,1,0,1,0,0,0,0,0,1
6032,0.9207604312029716,1.5047580392640527,1,1.2718004189013494,1,1,0,0,1,0,0,0,0,0
6033,1.1013519619130308,1.0397729920363843,0,-1.6580527250449342,4,1,0,1,0,0,1,0,0,0
6034,-1.4239048307939328,-1.3515786794201954,1,-0.3762419745684351,4,1,0,0,0,1,0,0,0,1
6035,-0.8377035588477362,0.7740672507634311,1,-0.5593577960650779,3,1,0,0,0,0,0,1,0,0
6036,0.1693239839428361,-1.683710856011387,1,1.638032061894635,5,1,0,0,0,1,1,0,0,0
6037,-1.4427935720137883,0.2426557682175245,1,-0.3762419745684351,1,1,1,0,0,0,1,0,0,0
6038,1.63576117390054,0.4419350741722395,0,0.173105489921493,5,1,0,1,0,0,0,0,0,0
6039,-1.644327381162724,-0.2223292790101437,1,-0.3762419745684351,5,1,0,1,0,0,0,1,0,0
6040,0.1314211624665735,-0.0894764083736671,0,1.638032061894635,4,1,0,0,0,0,1,0,0,0
6041,-0.1502488122014199,0.9069201213999076,0,-0.3762419745684351,4,1,0,0,0,0,0,0,1,0
6042,0.511040266147635,-1.484431550056672,1,-0.0100103315751496,3,0,0,0,0,1,1,0,0,0
6043,0.4609137699896845,-1.1522993734654805,1,1.454916240397992,3,0,0,0,1,0,1,0,0,0
6044,-1.417166101247909,1.7040373452187676,0,-0.3762419745684351,1,0,0,0,1,0,1,0,0,0
6045,-0.0472176531211646,0.8404936860816694,1,-1.2918210820516487,1,1,0,0,0,0,0,0,0,1
6046,0.1775951418288167,0.1098028975810478,1,-0.5593577960650779,1,1,0,0,1,0,0,0,0,0
6047,-0.8979804519063,-0.2887557143283821,1,-1.108705260555006,3,1,0,1,0,0,0,1,0,0
6048,-1.3580267796175916,-0.0894764083736671,1,1.638032061894635,2,1,0,0,0,0,0,0,0,0
6049,-0.0228288573752624,0.4419350741722395,0,-0.9255894390583632,3,0,0,0,0,0,0,0,0,1
6050,-0.7487596275870206,1.571184474582291,0,-1.4749369035482915,2,0,0,0,0,0,0,1,0,0
6051,-1.2258624805495135,-1.484431550056672,1,0.5393371329147785,1,0,0,0,0,0,0,0,0,0
6052,1.7674718926506914,-1.4180051147384336,1,-1.108705260555006,3,0,0,0,0,0,0,0,1,0
6053,-0.6604760430590674,0.973346556718146,0,-0.9255894390583632,3,0,0,0,0,1,0,1,0,0
6054,-0.7058946635239605,-0.6208878909195737,0,-1.2918210820516487,5,1,1,0,0,0,1,0,0,0
6055,-1.6730506047366995,-0.3551821496466204,1,-1.108705260555006,1,1,1,0,0,0,0,0,0,0
6056,-0.8939641919104997,-1.2187258087837187,0,0.905568775908064,4,0,0,1,0,0,1,0,0,0
6057,-0.451348578890916,-0.8865936321925271,0,0.3562213114181358,1,0,0,0,1,0,0,0,1,0
6058,-1.6258264963527305,-1.2187258087837187,0,0.905568775908064,4,0,0,0,1,0,0,0,0,1
6059,1.7406001094930326,-1.085872938147242,1,0.905568775908064,3,0,1,0,0,0,0,0,1,0
6060,0.8053486723965628,-0.0894764083736671,1,-1.2918210820516487,3,1,1,0,0,0,0,0,1,0
6061,-0.3669160857034003,0.2426557682175245,0,1.2718004189013494,3,0,0,1,0,0,1,0,0,0
6062,1.5748624762738686,-1.5508579853749105,0,1.638032061894635,2,0,0,0,0,1,0,0,1,0
6063,1.5398727632423546,-1.1522993734654805,0,-1.108705260555006,5,0,1,0,0,0,1,0,0,0
6064,0.5619630437840452,0.5083615094904779,0,-0.9255894390583632,1,0,0,0,0,1,1,0,0,0
6065,0.7291973207693867,0.3090822035357628,1,-0.0100103315751496,3,1,0,0,0,0,0,0,1,0
6066,0.7511645675630596,1.6376109099005294,0,-1.6580527250449342,3,0,0,1,0,0,1,0,0,0
6067,0.9346481921979948,0.5747879448087161,0,1.454916240397992,4,1,0,0,0,0,1,0,0,0
6068,1.2606440156680845,0.2426557682175245,1,0.3562213114181358,2,1,0,0,0,0,0,0,0,1
6069,0.262439668547558,1.1726258626728612,0,-0.5593577960650779,4,1,0,0,1,0,0,0,0,1
6070,0.9893519867466164,0.9069201213999076,1,0.3562213114181358,4,1,0,1,0,0,0,1,0,0
6071,0.1640533413597357,-1.3515786794201954,0,-1.6580527250449342,4,0,0,1,0,0,0,0,0,1
6072,0.4019638265514034,0.973346556718146,1,0.3562213114181358,3,1,1,0,0,0,0,0,0,0
6073,-0.5059500675892786,-1.285152244101957,1,-0.9255894390583632,1,0,0,0,0,0,0,0,0,1
6074,0.3593651738989156,0.7076408154451928,1,-0.0100103315751496,5,1,0,0,0,1,0,0,0,1
6075,0.3472095966730751,-1.6172844206931485,0,1.638032061894635,5,0,0,0,0,1,0,1,0,0
6076,1.0796623395934928,0.3090822035357628,1,0.5393371329147785,3,1,0,0,0,1,0,1,0,0
6077,0.307098431014729,1.2390522979910994,0,-0.7424736175617206,3,0,1,0,0,0,0,0,1,0
6078,-0.2865705231888029,0.9069201213999076,0,-1.2918210820516487,1,0,0,0,0,0,0,0,0,1
6079,-0.3821393237141917,0.4419350741722395,1,-0.5593577960650779,3,1,0,1,0,0,0,0,0,1
6080,1.3559095727794626,-1.683710856011387,1,0.5393371329147785,5,1,0,0,1,0,0,0,0,1
6081,-0.0079623142985228,-1.6172844206931485,1,-1.2918210820516487,3,0,1,0,0,0,1,0,0,0
6082,0.982774431181182,-1.3515786794201954,0,-1.6580527250449342,1,0,1,0,0,0,0,0,0,0
6083,0.1352525942229801,0.7076408154451928,1,1.638032061894635,3,1,0,0,0,0,0,0,0,0
6084,0.9664053155901842,-0.2223292790101437,1,-1.2918210820516487,1,1,1,0,0,0,1,0,0,0
6085,-0.7686953178746772,0.5083615094904779,1,-1.4749369035482915,3,1,0,0,0,1,1,0,0,0
6086,0.3922221222360699,-1.0194465028290036,0,-0.5593577960650779,4,0,0,0,0,0,0,1,0,0
6087,-0.0962804294459359,0.7076408154451928,0,-1.2918210820516487,2,0,0,0,0,1,0,1,0,0
6088,-0.7445376935361672,-1.2187258087837187,0,1.0886845974047068,5,0,1,0,0,0,1,0,0,0
6089,1.4407250064565564,0.4419350741722395,0,-0.0100103315751496,4,1,0,0,0,0,0,0,0,1
6090,1.7020111836451677,-0.2887557143283821,1,0.3562213114181358,3,1,0,0,0,0,0,0,0,0
6091,-0.3556492615556522,0.0433764622628095,0,0.7224529544114212,1,0,0,0,0,1,1,0,0,0
6092,-1.5923097925910823,0.5747879448087161,1,1.0886845974047068,5,1,1,0,0,0,0,0,1,0
6093,-0.7818778351255598,-0.8201671968742887,0,1.2718004189013494,3,0,0,1,0,0,0,0,1,0
6094,-1.017863828445829,0.5747879448087161,0,0.173105489921493,1,0,0,0,0,0,0,1,0,0
6095,-0.5187645408121467,-0.2887557143283821,0,0.5393371329147785,1,0,0,0,0,0,0,1,0,0
6096,1.651032369699157,1.2390522979910994,0,-0.1931261530717924,1,0,0,0,0,0,0,0,1,0
6097,-1.493981195864675,-0.0894764083736671,0,-1.4749369035482915,2,0,0,0,0,0,0,0,0,1
6098,1.7150015816220503,0.3090822035357628,0,-1.6580527250449342,5,1,0,1,0,0,1,0,0,0
6099,-0.2573662632886422,0.6412143801269544,1,-0.3762419745684351,3,1,0,0,0,0,0,0,0,0
6100,0.878871776258862,0.6412143801269544,1,-1.2918210820516487,4,1,0,0,0,1,1,0,0,0
6101,-0.1081422613049952,1.7040373452187676,1,-0.9255894390583632,3,1,0,0,1,0,1,0,0,0
6102,0.4337593723282564,0.4419350741722395,1,-0.1931261530717924,3,1,0,0,0,1,0,0,0,0
6103,-0.9991137540159084,0.1098028975810478,1,-1.108705260555006,4,1,1,0,0,0,0,1,0,0
6104,0.3935704207720774,-0.5544614556013354,0,-0.7424736175617206,2,0,0,0,0,0,0,0,0,0
6105,0.4600939458382072,-0.8201671968742887,0,1.0886845974047068,1,0,0,0,0,1,0,0,0,1
6106,-0.2549481040860779,0.5747879448087161,0,-0.1931261530717924,1,0,0,1,0,0,0,1,0,0
6107,1.4578199887972882,-0.2223292790101437,0,-0.7424736175617206,2,0,0,0,1,0,0,0,1,0
6108,-0.5627855230246905,-1.3515786794201954,1,0.905568775908064,5,1,0,0,0,0,1,0,0,0
6109,-1.6596955269348288,-1.3515786794201954,1,-0.0100103315751496,3,0,0,1,0,0,0,0,0,1
6110,1.1238064096053602,0.1762293328992862,1,0.5393371329147785,1,1,0,0,1,0,1,0,0,0
6111,-1.3562980197004255,-0.2223292790101437,0,0.7224529544114212,1,0,0,0,0,0,0,0,0,0
6112,1.4855006664834387,1.1726258626728612,0,-0.3762419745684351,3,0,0,0,0,1,0,0,0,0
6113,-1.0651301111961733,0.2426557682175245,0,1.2718004189013494,1,0,0,1,0,0,0,1,0,0
6114,0.569597209505083,0.973346556718146,0,1.0886845974047068,5,1,0,0,0,0,0,0,1,0
6115,-0.7636295858395601,-0.1559028436919054,1,-1.4749369035482915,1,1,0,0,1,0,0,0,1,0
6116,0.2413166923509533,0.6412143801269544,1,0.905568775908064,4,1,0,0,1,0,0,0,0,1
6117,0.5189124855644612,1.7040373452187676,0,0.5393371329147785,2,0,0,0,1,0,1,0,0,0
6118,1.3324298228184968,1.0397729920363843,1,0.905568775908064,1,1,0,1,0,0,0,1,0,0
6119,0.6502752145179866,-1.085872938147242,0,-0.5593577960650779,5,0,0,0,0,1,0,1,0,0
6120,0.2345918098057814,-0.6208878909195737,1,1.2718004189013494,2,1,0,0,1,0,0,0,0,1
6121,-0.5922401809489604,0.9069201213999076,0,-1.108705260555006,1,0,0,0,1,0,0,0,0,1
6122,-0.3745556680347269,0.973346556718146,1,1.0886845974047068,3,1,0,0,1,0,0,0,0,0
6123,0.6639064595510953,-0.6873143262378121,1,-0.5593577960650779,1,1,0,0,1,0,0,0,0,1
6124,0.928762570939775,-0.0230499730554287,0,-0.0100103315751496,5,1,1,0,0,0,1,0,0,0
6125,0.774607687019117,-0.2887557143283821,1,0.905568775908064,5,1,0,0,0,0,0,0,0,1
6126,1.600247549933475,0.5747879448087161,0,-1.6580527250449342,1,0,0,0,1,0,1,0,0,0
6127,0.6102324307025914,0.7740672507634311,1,-1.2918210820516487,1,1,0,1,0,0,0,0,0,1
6128,1.1031103478566564,1.3054787333093376,1,1.454916240397992,5,1,0,0,1,0,0,1,0,0
6129,-0.4718076401401367,-0.0230499730554287,1,0.7224529544114212,3,1,0,0,0,0,0,0,0,1
6130,0.4435386265864622,0.5747879448087161,0,1.638032061894635,4,1,0,0,1,0,0,0,0,1
6131,-0.4988136913663649,-0.6873143262378121,0,0.5393371329147785,1,0,0,0,1,0,1,0,0,0
